date,montant,type,est_fraude
2026-01-04,-156093.40643839518,Achat_Marche,0
2026-01-04,4049.5727292994043,Vente,0
2026-01-04,4360.169002135515,Vente,0
2026-01-04,-201557.98122041058,Achat_Marche,0
2026-01-04,4968.628484627345,Vente,0
2026-01-04,-169371.98366169742,Achat_Marche,0
2026-01-04,4128.04106855846,Vente,0
2026-01-04,3518.661650720275,Vente,0
2026-01-04,1825.1174973469028,Vente,0
2026-01-04,6032.14252595922,Vente,0
2026-01-04,3247.5532996731313,Vente,0
2026-01-04,5673.748159391383,Vente,0
2026-01-04,4616.10665401975,Vente,0
2026-01-04,3471.276014500296,Vente,0
2026-01-04,1854.1432401500583,Vente,0
2026-01-04,4512.941250791496,Vente,0
2026-01-04,3958.373965713076,Vente,0
2026-01-04,3099.8843419260866,Vente,0
2026-01-04,4181.50697762731,Vente,0
2026-01-04,3224.7682063323123,Vente,0
2026-01-04,4192.09038063265,Vente,0
2026-01-04,5597.112722520811,Vente,0
2026-01-04,4866.8490633421425,Vente,0
2026-01-04,4471.036831418021,Vente,0
2026-01-04,3128.7531188850708,Vente,0
2026-01-04,3773.250572701774,Vente,0
2026-01-04,-152257.97837787564,Achat_Marche,0
2026-01-04,3124.991332541924,Vente,0
2026-01-04,3701.894730647035,Vente,0
2026-01-04,6172.842295373306,Vente,0
2026-01-04,1992.4319786372262,Vente,0
2026-01-04,-182023.68516704254,Achat_Marche,0
2026-01-04,1920.8722770255035,Vente,0
2026-01-04,3978.52503762534,Vente,0
2026-01-04,5188.801007652206,Vente,0
2026-01-04,-148760.74708257683,Achat_Marche,0
2026-01-04,-155218.98987508708,Achat_Marche,0
2026-01-04,4907.871947242427,Vente,0
2026-01-04,4815.851620489089,Vente,0
2026-01-04,4566.755926918826,Vente,0
2026-01-04,-122709.21149554642,Achat_Marche,0
2026-01-04,4638.623649837644,Vente,0
2026-01-04,4012.951537954095,Vente,0
2026-01-04,3124.3012583327572,Vente,0
2026-01-04,6067.044001751379,Vente,0
2026-01-04,2055.0607096292506,Vente,0
2026-01-04,3928.325963442563,Vente,0
2026-01-04,2976.1814805109457,Vente,0
2026-01-04,-133207.74075815183,Achat_Marche,0
2026-01-04,-396513.0,Loyer,0
2026-01-04,5505.025114660821,Vente,0
2026-01-04,3880.1490806344013,Vente,0
2026-01-04,4113.7294602129805,Vente,0
2026-01-04,4543.483152963778,Vente,0
2026-01-04,5034.920927080599,Vente,0
2026-01-04,3749.8773989254887,Vente,0
2026-01-04,5301.0524331623,Vente,0
2026-01-05,2139.0901191453536,Vente,0
2026-01-05,4996.9400682784035,Vente,0
2026-01-05,1710.9387430670026,Vente,0
2026-01-05,5432.4819174525055,Vente,0
2026-01-05,3987.255849511632,Vente,0
2026-01-05,5054.395215849114,Vente,0
2026-01-05,4970.077777913727,Vente,0
2026-01-05,4720.773049140577,Vente,0
2026-01-05,3593.725270610216,Vente,0
2026-01-05,4260.528987074016,Vente,0
2026-01-05,7174.442137126758,Vente,0
2026-01-05,4182.240604656653,Vente,0
2026-01-05,5330.438563269083,Vente,0
2026-01-05,5999.317206249804,Vente,0
2026-01-05,-276325.0,Salaire,0
2026-01-05,4813.68857595665,Vente,0
2026-01-05,2498.835551656913,Vente,0
2026-01-05,4643.35393105407,Vente,0
2026-01-05,-196941.13754800588,Achat_Marche,0
2026-01-05,5204.970647300748,Vente,0
2026-01-05,4672.425018895093,Vente,0
2026-01-05,3670.726292944182,Vente,0
2026-01-05,3529.718553270556,Vente,0
2026-01-05,2945.3631111339078,Vente,0
2026-01-05,3270.5258976961695,Vente,0
2026-01-05,4475.318860212306,Vente,0
2026-01-05,5318.838621090771,Vente,0
2026-01-05,-103327.50072385115,Achat_Marche,0
2026-01-05,1215.3643552178996,Vente,0
2026-01-05,-164150.64315593522,Achat_Marche,0
2026-01-05,2470.2356968271924,Vente,0
2026-01-05,3093.096505858246,Vente,0
2026-01-05,3279.3677646968163,Vente,0
2026-01-05,5107.323896243615,Vente,0
2026-01-05,4175.956657221244,Vente,0
2026-01-05,2637.296396460021,Vente,0
2026-01-05,2088.746320105976,Vente,0
2026-01-05,5086.105526769656,Vente,0
2026-01-05,3605.417681763405,Vente,0
2026-01-05,2465.3215180172438,Vente,0
2026-01-05,6796.032708335277,Vente,0
2026-01-05,4109.732639187793,Vente,0
2026-01-05,-144481.91533773064,Achat_Marche,0
2026-01-05,-142295.48916222804,Achat_Marche,0
2026-01-05,5024.28658177939,Vente,0
2026-01-05,2291.4967204314926,Vente,0
2026-01-05,-180310.35008824733,Achat_Marche,0
2026-01-05,5249.805319411215,Vente,0
2026-01-05,-162609.73761553562,Achat_Marche,0
2026-01-05,3396.563745097237,Vente,0
2026-01-05,3742.877728752782,Vente,0
2026-01-05,4330.319068242616,Vente,0
2026-01-05,-176100.29722692224,Achat_Marche,0
2026-01-05,3541.4881524735238,Vente,0
2026-01-05,-182656.20832867632,Achat_Marche,0
2026-01-05,4949.7160805959375,Vente,0
2026-01-05,-456713.0,Loyer,0
2026-01-05,-417215.0,Loyer,0
2026-01-05,3639.0125207441015,Vente,0
2026-01-05,3205.697424836478,Vente,0
2026-01-05,5620.768023467274,Vente,0
2026-01-05,4297.306978849822,Vente,0
2026-01-06,-168683.99494391767,Achat_Marche,0
2026-01-06,4408.252755714472,Vente,0
2026-01-06,-98922.49187286479,Achat_Marche,0
2026-01-06,4256.029734313875,Vente,0
2026-01-06,4982.690983945514,Vente,0
2026-01-06,-94773.77306005065,Achat_Marche,0
2026-01-06,2720.4230332642983,Vente,0
2026-01-06,4186.766764477078,Vente,0
2026-01-06,3244.6170676466772,Vente,0
2026-01-06,3024.126747022667,Vente,0
2026-01-06,5053.64179660784,Vente,0
2026-01-06,-124249.2665945636,Achat_Marche,0
2026-01-06,4700.309879408991,Vente,0
2026-01-06,6560.084538268795,Vente,0
2026-01-06,3903.9401002753502,Vente,0
2026-01-06,3965.0115095030383,Vente,0
2026-01-06,5770.80063563551,Vente,0
2026-01-06,-168972.23217166564,Achat_Marche,0
2026-01-06,4972.55444962673,Vente,0
2026-01-06,3925.5665708999536,Vente,0
2026-01-06,4620.672097550678,Vente,0
2026-01-06,4559.79044793104,Vente,0
2026-01-06,-182423.42176663864,Achat_Marche,0
2026-01-06,4429.618219132586,Vente,0
2026-01-06,4207.687687163111,Vente,0
2026-01-06,2918.9434595917373,Vente,0
2026-01-06,-426006.0,Loyer,0
2026-01-06,5053.152853332904,Vente,0
2026-01-06,6191.066005559717,Vente,0
2026-01-06,4340.067630525231,Vente,0
2026-01-06,4079.6578575275867,Vente,0
2026-01-06,5013.316036055354,Vente,0
2026-01-06,-211271.89268142218,Achat_Marche,0
2026-01-06,4485.1751052295895,Vente,0
2026-01-06,-117176.87698504659,Achat_Marche,0
2026-01-06,1628.3843352345061,Vente,0
2026-01-06,6597.704643234383,Vente,0
2026-01-06,3349.629055929973,Vente,0
2026-01-06,8606.594143116688,Vente,1
2026-01-06,4168.476159414985,Vente,0
2026-01-06,-170016.18280595515,Achat_Marche,0
2026-01-06,-198419.09462182334,Achat_Marche,0
2026-01-06,3046.5408290280984,Vente,0
2026-01-06,3724.8760136529254,Vente,0
2026-01-06,4831.542757709282,Vente,0
2026-01-07,-445596.0,Loyer,0
2026-01-07,4207.612688228064,Vente,0
2026-01-07,3482.466349091776,Vente,0
2026-01-07,3401.075603440664,Vente,0
2026-01-07,3626.6007316234304,Vente,0
2026-01-07,2826.429792987875,Vente,0
2026-01-07,-128843.67791010656,Achat_Marche,0
2026-01-07,3296.3799370735537,Vente,0
2026-01-07,3637.4649749006376,Vente,0
2026-01-07,-167514.01128468872,Achat_Marche,0
2026-01-07,-166304.97308368026,Achat_Marche,0
2026-01-07,5083.609653905471,Vente,0
2026-01-07,4884.10083655918,Vente,0
2026-01-07,3049.316208594673,Vente,0
2026-01-07,519.191171239916,Vente,0
2026-01-07,-123893.30273569465,Achat_Marche,0
2026-01-07,2360.6037323359437,Vente,0
2026-01-07,4462.54855264754,Vente,0
2026-01-07,-162168.52779421138,Achat_Marche,0
2026-01-07,4715.007013801141,Vente,0
2026-01-07,3350.8086750963207,Vente,0
2026-01-07,-328833.72644464485,Achat_Marche,1
2026-01-07,-138890.2989420811,Achat_Marche,0
2026-01-07,3166.441012720733,Vente,0
2026-01-07,-143228.59057292002,Achat_Marche,0
2026-01-07,4003.4147511784104,Vente,0
2026-01-07,4753.304269077649,Vente,0
2026-01-07,2649.751588057175,Vente,0
2026-01-07,4538.0223547968435,Vente,0
2026-01-07,4047.9540502831055,Vente,0
2026-01-07,4175.545829890508,Vente,0
2026-01-07,4408.512348377426,Vente,0
2026-01-07,2190.041099019294,Vente,0
2026-01-07,4965.01496106323,Vente,0
2026-01-07,-224860.0,Loyer,0
2026-01-07,2294.913330756275,Vente,0
2026-01-07,-191487.13303394394,Achat_Marche,0
2026-01-07,-146610.24654395742,Achat_Marche,0
2026-01-07,2775.064949811048,Vente,0
2026-01-07,3457.395158241722,Vente,0
2026-01-07,4877.101978786292,Vente,0
2026-01-07,2153.2275655285985,Vente,0
2026-01-07,3433.3305874898942,Vente,0
2026-01-07,4402.768291993094,Vente,0
2026-01-07,4689.863249796301,Vente,0
2026-01-07,3841.3445041314135,Vente,0
2026-01-08,2813.3584826349525,Vente,0
2026-01-08,4196.52116970147,Vente,0
2026-01-08,4709.003757588513,Vente,0
2026-01-08,3323.6076979407303,Vente,0
2026-01-08,5800.940432910816,Vente,0
2026-01-08,4840.643548988724,Vente,0
2026-01-08,5021.064031046413,Vente,1
2026-01-08,3547.6936807509232,Vente,0
2026-01-08,1576.1206733710433,Vente,0
2026-01-08,-120990.7157061236,Achat_Marche,0
2026-01-08,-739262.0,Loyer,1
2026-01-08,3952.2886438580204,Vente,0
2026-01-08,4062.502733249476,Vente,0
2026-01-08,3219.5259936746565,Vente,0
2026-01-08,4632.116101268378,Vente,0
2026-01-08,3021.2333521387463,Vente,0
2026-01-08,-435458.0,Salaire,0
2026-01-08,5475.853280487285,Vente,0
2026-01-08,-195710.52598321813,Achat_Marche,0
2026-01-08,4518.066943845091,Vente,0
2026-01-08,5307.986637140105,Vente,0
2026-01-08,3899.177009814792,Vente,0
2026-01-08,5498.56483886508,Vente,0
2026-01-08,5732.215252485648,Vente,0
2026-01-08,5075.082821035963,Vente,0
2026-01-08,4571.193920567962,Vente,0
2026-01-08,4375.2512556187185,Vente,0
2026-01-08,2688.778989824885,Vente,0
2026-01-08,5198.444952831686,Vente,0
2026-01-08,3587.6868812651383,Vente,0
2026-01-08,-107641.17070367245,Achat_Marche,0
2026-01-08,-259321.0,Salaire,0
2026-01-08,2774.234336997659,Vente,0
2026-01-08,2535.6251197901797,Vente,0
2026-01-08,5683.927691457869,Vente,0
2026-01-08,-136233.47211393178,Achat_Marche,0
2026-01-08,4652.32287841342,Vente,0
2026-01-08,2423.6078430157504,Vente,0
2026-01-08,3374.4372984904703,Vente,0
2026-01-08,-161874.10600312226,Achat_Marche,0
2026-01-08,3974.4459290085547,Vente,0
2026-01-08,-185181.87057778094,Achat_Marche,0
2026-01-08,5148.765700372103,Vente,0
2026-01-08,2260.2862212219006,Vente,0
2026-01-08,2705.318524279094,Vente,0
2026-01-08,5160.826787378519,Vente,0
2026-01-09,3849.580145538167,Vente,0
2026-01-09,4995.548585362279,Vente,0
2026-01-09,6189.750287809187,Vente,0
2026-01-09,2740.080033626844,Vente,0
2026-01-09,2363.275008700659,Vente,0
2026-01-09,5205.691460081431,Vente,0
2026-01-09,4173.908041656505,Vente,0
2026-01-09,5089.436709360434,Vente,0
2026-01-09,2762.658354552954,Vente,0
2026-01-09,4629.248971893585,Vente,0
2026-01-09,3118.8928504735386,Vente,0
2026-01-09,8423.937755008115,Vente,1
2026-01-09,4067.7535727621625,Vente,0
2026-01-09,4400.114474648217,Vente,0
2026-01-09,3267.315808742381,Vente,0
2026-01-09,4505.427146624817,Vente,0
2026-01-09,3897.15583686393,Vente,0
2026-01-09,-149196.1696009301,Achat_Marche,0
2026-01-09,4198.289377371865,Vente,0
2026-01-09,3740.3941775505255,Vente,0
2026-01-09,-175175.54603148936,Achat_Marche,0
2026-01-09,5815.372684826906,Vente,0
2026-01-09,3665.492493643253,Vente,0
2026-01-09,4206.190982029327,Vente,0
2026-01-09,3888.477942341054,Vente,0
2026-01-09,-173034.41758429192,Achat_Marche,0
2026-01-09,-105927.61318091376,Achat_Marche,0
2026-01-09,3100.838372997961,Vente,0
2026-01-09,1980.4444510228313,Vente,0
2026-01-09,5071.400910373722,Vente,0
2026-01-09,4041.6890371319414,Vente,0
2026-01-09,3767.6008934995284,Vente,0
2026-01-09,4622.396870523288,Vente,0
2026-01-09,-151752.04416308005,Achat_Marche,0
2026-01-09,4089.6081599276085,Vente,0
2026-01-09,2818.6060167011983,Vente,0
2026-01-09,4854.90037962071,Vente,0
2026-01-09,-179382.32702502186,Achat_Marche,0
2026-01-09,-114399.086469362,Achat_Marche,0
2026-01-09,5530.732392537995,Vente,0
2026-01-09,4461.696918124212,Vente,0
2026-01-09,-220411.42450118193,Achat_Marche,0
2026-01-09,4254.249204134929,Vente,0
2026-01-09,-431513.0,Loyer,0
2026-01-09,3520.588141181905,Vente,0
2026-01-09,5846.626500830473,Vente,0
2026-01-09,4222.282717458284,Vente,0
2026-01-09,-307971.0,Salaire,0
2026-01-09,-164310.1115818522,Achat_Marche,0
2026-01-09,1723.087301900392,Vente,0
2026-01-09,5325.269051038331,Vente,0
2026-01-09,4422.013160706969,Vente,0
2026-01-09,-159502.26176413312,Achat_Marche,0
2026-01-09,5509.66245839604,Vente,0
2026-01-10,3326.5093757561317,Vente,0
2026-01-10,4278.994162223802,Vente,0
2026-01-10,4633.776880932099,Vente,0
2026-01-10,6620.698646177247,Vente,1
2026-01-10,4963.879116794909,Vente,0
2026-01-10,6210.523001591351,Vente,0
2026-01-10,3196.3254320302694,Vente,0
2026-01-10,5639.116805444068,Vente,0
2026-01-10,-496037.0,Loyer,0
2026-01-10,2899.2207171633154,Vente,0
2026-01-10,3288.7013752394623,Vente,0
2026-01-10,3378.181699493609,Vente,0
2026-01-10,-171041.1919451767,Achat_Marche,0
2026-01-10,2827.3967431386836,Vente,0
2026-01-10,-325541.0,Loyer,0
2026-01-10,2766.5318987198943,Vente,0
2026-01-10,4558.326912521722,Vente,0
2026-01-10,4076.0053914124114,Vente,0
2026-01-10,3888.7739386513,Vente,0
2026-01-10,3096.09235853521,Vente,0
2026-01-10,2907.687235327421,Vente,0
2026-01-10,-140507.74650915596,Achat_Marche,0
2026-01-10,-219579.88619945082,Achat_Marche,0
2026-01-10,4393.317839394372,Vente,0
2026-01-10,-171243.2603006577,Achat_Marche,0
2026-01-10,4956.7023167945845,Vente,0
2026-01-10,2163.7946268967034,Vente,0
2026-01-10,4507.991326912544,Vente,0
2026-01-10,3993.929088460107,Vente,0
2026-01-10,-175154.72323354924,Achat_Marche,0
2026-01-10,-152454.88075642695,Achat_Marche,0
2026-01-10,-147033.3104042657,Achat_Marche,0
2026-01-10,-129957.28639070854,Achat_Marche,0
2026-01-10,4992.042349536523,Vente,0
2026-01-10,4028.1811573691284,Vente,0
2026-01-10,-149726.4301006739,Achat_Marche,0
2026-01-10,-149249.1912376457,Achat_Marche,0
2026-01-10,4817.766299200287,Vente,0
2026-01-10,2934.8863369246274,Vente,0
2026-01-10,5542.162943467998,Vente,1
2026-01-10,4056.649924897107,Vente,0
2026-01-10,4529.692754356731,Vente,0
2026-01-10,3060.6646061812457,Vente,0
2026-01-11,3855.9124442783846,Vente,0
2026-01-11,5143.9879192021635,Vente,0
2026-01-11,1984.400563336902,Vente,0
2026-01-11,2504.1218019445823,Vente,0
2026-01-11,4882.104782240878,Vente,0
2026-01-11,3230.231122119123,Vente,0
2026-01-11,3439.54490172006,Vente,0
2026-01-11,3267.246370310004,Vente,0
2026-01-11,3298.3280899759243,Vente,0
2026-01-11,3567.4677383009816,Vente,0
2026-01-11,5327.0781020136665,Vente,0
2026-01-11,3593.7977613781673,Vente,0
2026-01-11,2837.6928436123826,Vente,0
2026-01-11,4386.965298854542,Vente,0
2026-01-11,5367.657331470147,Vente,0
2026-01-11,4416.236366927596,Vente,0
2026-01-11,5076.18332133032,Vente,0
2026-01-11,4816.117436057333,Vente,0
2026-01-11,2691.9514784415815,Vente,0
2026-01-11,3610.4033931412077,Vente,0
2026-01-11,-166614.9999534464,Achat_Marche,0
2026-01-11,-164837.87244963297,Achat_Marche,0
2026-01-11,3883.342790167729,Vente,0
2026-01-11,-159755.3038958719,Achat_Marche,0
2026-01-11,3833.275966913161,Vente,0
2026-01-11,3051.2781770788747,Vente,0
2026-01-11,-85144.63614742109,Achat_Marche,0
2026-01-11,-131869.82785310064,Achat_Marche,0
2026-01-11,3924.1826041817867,Vente,0
2026-01-11,-76982.93230355896,Achat_Marche,0
2026-01-11,-401139.0,Loyer,0
2026-01-11,4185.767492086771,Vente,0
2026-01-11,4282.543526106793,Vente,0
2026-01-11,4938.220984885225,Vente,1
2026-01-11,4607.131100783618,Vente,0
2026-01-11,5311.158886318105,Vente,0
2026-01-11,4641.687437154649,Vente,0
2026-01-11,5224.627087226332,Vente,0
2026-01-11,5455.618690081116,Vente,0
2026-01-11,-203978.14725056998,Achat_Marche,0
2026-01-11,4556.820840774998,Vente,0
2026-01-11,3789.6298414389544,Vente,0
2026-01-11,4579.442572867261,Vente,0
2026-01-11,4147.699325226777,Vente,0
2026-01-11,-109783.40459988517,Achat_Marche,0
2026-01-11,-177390.00660822898,Achat_Marche,0
2026-01-11,-175126.88110075117,Achat_Marche,0
2026-01-11,-125590.63931820977,Achat_Marche,0
2026-01-11,2961.1981719974438,Vente,0
2026-01-11,-243541.0,Loyer,0
2026-01-11,4502.900404914136,Vente,0
2026-01-11,2803.90276817562,Vente,0
2026-01-11,3960.2610951938254,Vente,0
2026-01-11,3141.161227046906,Vente,0
2026-01-11,4243.964321279244,Vente,0
2026-01-11,-114205.360617038,Achat_Marche,0
2026-01-11,-143013.19760288703,Achat_Marche,0
2026-01-11,-124334.6592606524,Achat_Marche,0
2026-01-11,3379.1547807173574,Vente,0
2026-01-11,4433.120534677194,Vente,0
2026-01-11,5187.044111718977,Vente,0
2026-01-11,4230.933440829995,Vente,0
2026-01-11,4236.424676262449,Vente,0
2026-01-11,5126.366860995606,Vente,0
2026-01-11,4784.033180465104,Vente,0
2026-01-11,5563.735616049799,Vente,0
2026-01-11,2749.7535018796807,Vente,0
2026-01-11,3583.8059972698593,Vente,0
2026-01-12,2819.217937349661,Vente,0
2026-01-12,5542.109952567876,Vente,0
2026-01-12,6006.092888159123,Vente,0
2026-01-12,-173350.83228499914,Achat_Marche,0
2026-01-12,3448.8142836714665,Vente,0
2026-01-12,4696.387447456716,Vente,0
2026-01-12,4955.30520857051,Vente,0
2026-01-12,3283.177679397195,Vente,0
2026-01-12,2133.46338292694,Vente,0
2026-01-12,2975.8131756707953,Vente,0
2026-01-12,5854.092566334188,Vente,0
2026-01-12,3627.793223928947,Vente,0
2026-01-12,5088.748619704186,Vente,0
2026-01-12,4140.886246911204,Vente,0
2026-01-12,-96946.81903311444,Achat_Marche,0
2026-01-12,4513.600106569716,Vente,0
2026-01-12,3467.2991603380888,Vente,0
2026-01-12,3972.485094949364,Vente,0
2026-01-12,5772.251596669744,Vente,0
2026-01-12,3001.6145608117085,Vente,0
2026-01-12,4301.791899819466,Vente,0
2026-01-12,3899.845923520047,Vente,0
2026-01-12,3796.3262498230342,Vente,0
2026-01-12,4913.58462623325,Vente,0
2026-01-12,3196.8210493196552,Vente,0
2026-01-12,1575.7597397270583,Vente,0
2026-01-12,-353042.723781663,Achat_Marche,1
2026-01-12,4066.990717224872,Vente,0
2026-01-12,4515.939217704099,Vente,0
2026-01-12,4794.264679621827,Vente,0
2026-01-12,2745.7105768307506,Vente,0
2026-01-12,-229055.0,Loyer,0
2026-01-12,3176.8819386519203,Vente,0
2026-01-12,3835.820588379495,Vente,0
2026-01-12,5012.0678647038585,Vente,0
2026-01-12,1715.85214251766,Vente,0
2026-01-12,3763.357814468954,Vente,0
